010,82,01082,Prim pr TB NEC-exam unkn,"Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)",Prim pr TB NEC-exam unkn
010,83,01083,Prim prg TB NEC-micro dx,"Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy",Prim prg TB NEC-micro dx
010,84,01084,Prim prog TB NEC-cult dx,"Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Prim prog TB NEC-cult dx
010,85,01085,Prim prg TB NEC-histo dx,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Prim prg TB NEC-histo dx
010,86,01086,Prim prg TB NEC-oth test,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Prim prg TB NEC-oth test
010,90,01090,Primary TB NOS-unspec,"Primary tuberculous infection, unspecified, unspecified",Primary TB NOS-unspec
010,91,01091,Primary TB NOS-no exam,"Primary tuberculous infection, unspecified, bacteriological or histological examination not done",Primary TB NOS-no exam
010,92,01092,Primary TB NOS-exam unkn,"Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)",Primary TB NOS-exam unkn
010,93,01093,Primary TB NOS-micro dx,"Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy",Primary TB NOS-micro dx
010,94,01094,Primary TB NOS-cult dx,"Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Primary TB NOS-cult dx
010,95,01095,Primary TB NOS-histo dx,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Primary TB NOS-histo dx
010,96,01096,Primary TB NOS-oth test,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Primary TB NOS-oth test
011,00,01100,TB lung infiltr-unspec,"Tuberculosis of lung, infiltrative, unspecified",TB lung infiltr-unspec
011,01,01101,TB lung infiltr-no exam,"Tuberculosis of lung, infiltrative, bacteriological or histological examination not done",TB lung infiltr-no exam
011,02,01102,TB lung infiltr-exm unkn,"Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)",TB lung infiltr-exm unkn
011,03,01103,TB lung infiltr-micro dx,"Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy",TB lung infiltr-micro dx
011,04,01104,TB lung infiltr-cult dx,"Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB lung infiltr-cult dx
011,05,01105,TB lung infiltr-histo dx,"Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB lung infiltr-histo dx
011,06,01106,TB lung infiltr-oth test,"Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB lung infiltr-oth test
011,10,01110,TB lung nodular-unspec,"Tuberculosis of lung, nodular, unspecified",TB lung nodular-unspec
011,11,01111,TB lung nodular-no exam,"Tuberculosis of lung, nodular, bacteriological or histological examination not done",TB lung nodular-no exam
011,12,01112,TB lung nodul-exam unkn,"Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)",TB lung nodul-exam unkn
011,13,01113,TB lung nodular-micro dx,"Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy",TB lung nodular-micro dx
011,14,01114,TB lung nodular-cult dx,"Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB lung nodular-cult dx
011,15,01115,TB lung nodular-histo dx,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB lung nodular-histo dx
011,16,01116,TB lung nodular-oth test,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB lung nodular-oth test
011,20,01120,TB lung w cavity-unspec,"Tuberculosis of lung with cavitation, unspecified",TB lung w cavity-unspec
011,21,01121,TB lung w cavity-no exam,"Tuberculosis of lung with cavitation, bacteriological or histological examination not done",TB lung w cavity-no exam
011,22,01122,TB lung cavity-exam unkn,"Tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)",TB lung cavity-exam unkn
011,23,01123,TB lung w cavit-micro dx,"Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy",TB lung w cavit-micro dx
011,24,01124,TB lung w cavity-cult dx,"Tuberculosis of lung with cavitation, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB lung w cavity-cult dx
011,25,01125,TB lung w cavit-histo dx,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB lung w cavit-histo dx
011,26,01126,TB lung w cavit-oth test,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB lung w cavit-oth test
011,30,01130,TB of bronchus-unspec,"Tuberculosis of bronchus, unspecified",TB of bronchus-unspec
011,31,01131,TB of bronchus-no exam,"Tuberculosis of bronchus, bacteriological or histological examination not done",TB of bronchus-no exam
011,32,01132,TB of bronchus-exam unkn,"Tuberculosis of bronchus, bacteriological or histological examination unknown (at present)",TB of bronchus-exam unkn
011,33,01133,TB of bronchus-micro dx,"Tuberculosis of bronchus, tubercle bacilli found (in sputum) by microscopy",TB of bronchus-micro dx
011,34,01134,TB of bronchus-cult dx,"Tuberculosis of bronchus, tubercle bacilli not found (in sputum) by microscopy, but found in bacterial culture",TB of bronchus-cult dx
011,35,01135,TB of bronchus-histo dx,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of bronchus-histo dx
011,36,01136,TB of bronchus-oth test,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of bronchus-oth test
011,40,01140,TB lung fibrosis-unspec,"Tuberculous fibrosis of lung, unspecified",TB lung fibrosis-unspec
011,41,01141,TB lung fibrosis-no exam,"Tuberculous fibrosis of lung, bacteriological or histological examination not done",TB lung fibrosis-no exam
011,42,01142,TB lung fibros-exam unkn,"Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)",TB lung fibros-exam unkn
011,43,01143,TB lung fibros-micro dx,"Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy",TB lung fibros-micro dx
011,44,01144,TB lung fibrosis-cult dx,"Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB lung fibrosis-cult dx
011,45,01145,TB lung fibros-histo dx,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB lung fibros-histo dx
011,46,01146,TB lung fibros-oth test,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB lung fibros-oth test
011,50,01150,TB bronchiectasis-unspec,"Tuberculous bronchiectasis, unspecified",TB bronchiectasis-unspec
011,51,01151,TB bronchiect-no exam,"Tuberculous bronchiectasis, bacteriological or histological examination not done",TB bronchiect-no exam
011,52,01152,TB bronchiect-exam unkn,"Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)",TB bronchiect-exam unkn
011,53,01153,TB bronchiect-micro dx,"Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy",TB bronchiect-micro dx
011,54,01154,TB bronchiect-cult dx,"Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB bronchiect-cult dx
011,55,01155,TB bronchiect-histo dx,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB bronchiect-histo dx
011,56,01156,TB bronchiect-oth test,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB bronchiect-oth test
011,60,01160,TB pneumonia-unspec,"Tuberculous pneumonia [any form], unspecified",TB pneumonia-unspec
011,61,01161,TB pneumonia-no exam,"Tuberculous pneumonia [any form], bacteriological or histological examination not done",TB pneumonia-no exam
011,62,01162,TB pneumonia-exam unkn,"Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)",TB pneumonia-exam unkn
011,63,01163,TB pneumonia-micro dx,"Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy",TB pneumonia-micro dx
011,64,01164,TB pneumonia-cult dx,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB pneumonia-cult dx
011,65,01165,TB pneumonia-histo dx,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB pneumonia-histo dx
011,66,01166,TB pneumonia-oth test,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB pneumonia-oth test
011,70,01170,TB pneumothorax-unspec,"Tuberculous pneumothorax, unspecified",TB pneumothorax-unspec
011,71,01171,TB pneumothorax-no exam,"Tuberculous pneumothorax, bacteriological or histological examination not done",TB pneumothorax-no exam
011,72,01172,TB pneumothorx-exam unkn,"Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)",TB pneumothorx-exam unkn
011,73,01173,TB pneumothorax-micro dx,"Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy",TB pneumothorax-micro dx
011,74,01174,TB pneumothorax-cult dx,"Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB pneumothorax-cult dx
011,75,01175,TB pneumothorax-histo dx,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB pneumothorax-histo dx
011,76,01176,TB pneumothorax-oth test,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB pneumothorax-oth test
011,80,01180,Pulmonary TB NEC-unspec,"Other specified pulmonary tuberculosis, unspecified",Pulmonary TB NEC-unspec
011,81,01181,Pulmonary TB NEC-no exam,"Other specified pulmonary tuberculosis, bacteriological or histological examination not done",Pulmonary TB NEC-no exam
011,82,01182,Pulmon TB NEC-exam unkn,"Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)",Pulmon TB NEC-exam unkn
011,83,01183,Pulmon TB NEC-micro dx,"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy",Pulmon TB NEC-micro dx
011,84,01184,Pulmon TB NEC-cult dx,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Pulmon TB NEC-cult dx
011,85,01185,Pulmon TB NEC-histo dx,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Pulmon TB NEC-histo dx
011,86,01186,Pulmon TB NEC-oth test,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Pulmon TB NEC-oth test
011,90,01190,Pulmonary TB NOS-unspec,"Pulmonary tuberculosis, unspecified, unspecified",Pulmonary TB NOS-unspec
011,91,01191,Pulmonary TB NOS-no exam,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done",Pulmonary TB NOS-no exam
011,92,01192,Pulmon TB NOS-exam unkn,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",Pulmon TB NOS-exam unkn
011,93,01193,Pulmon TB NOS-micro dx,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",Pulmon TB NOS-micro dx
011,94,01194,Pulmon TB NOS-cult dx,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Pulmon TB NOS-cult dx
011,95,01195,Pulmon TB NOS-histo dx,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Pulmon TB NOS-histo dx
011,96,01196,Pulmon TB NOS-oth test,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Pulmon TB NOS-oth test
012,00,01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified",TB pleurisy-unspec
012,01,01201,TB pleurisy-no exam,"Tuberculous pleurisy, bacteriological or histological examination not done",TB pleurisy-no exam
012,02,01202,TB pleurisy-exam unkn,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)",TB pleurisy-exam unkn
012,03,01203,TB pleurisy-micro dx,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy",TB pleurisy-micro dx
012,04,01204,TB pleurisy-cult dx,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB pleurisy-cult dx
012,05,01205,TB pleurisy-histolog dx,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB pleurisy-histolog dx
012,06,01206,TB pleurisy-oth test,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB pleurisy-oth test
012,10,01210,TB thoracic nodes-unspec,"Tuberculosis of intrathoracic lymph nodes, unspecified",TB thoracic nodes-unspec
012,11,01211,TB thorax node-no exam,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done",TB thorax node-no exam
012,12,01212,TB thorax node-exam unkn,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)",TB thorax node-exam unkn
012,13,01213,TB thorax node-micro dx,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy",TB thorax node-micro dx
012,14,01214,TB thorax node-cult dx,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB thorax node-cult dx
012,15,01215,TB thorax node-histo dx,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB thorax node-histo dx
012,16,01216,TB thorax node-oth test,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB thorax node-oth test
012,20,01220,Isol tracheal tb-unspec,"Isolated tracheal or bronchial tuberculosis, unspecified",Isol tracheal tb-unspec
012,21,01221,Isol tracheal tb-no exam,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done",Isol tracheal tb-no exam
012,22,01222,Isol trach tb-exam unkn,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)",Isol trach tb-exam unkn
012,23,01223,Isolat trach tb-micro dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy",Isolat trach tb-micro dx
012,24,01224,Isol tracheal tb-cult dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Isol tracheal tb-cult dx
012,25,01225,Isolat trach tb-histo dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Isolat trach tb-histo dx
012,26,01226,Isolat trach tb-oth test,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Isolat trach tb-oth test
012,30,01230,TB laryngitis-unspec,"Tuberculous laryngitis, unspecified",TB laryngitis-unspec
012,31,01231,TB laryngitis-no exam,"Tuberculous laryngitis, bacteriological or histological examination not done",TB laryngitis-no exam
012,32,01232,TB laryngitis-exam unkn,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",TB laryngitis-exam unkn
012,33,01233,TB laryngitis-micro dx,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",TB laryngitis-micro dx
012,34,01234,TB laryngitis-cult dx,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB laryngitis-cult dx
012,35,01235,TB laryngitis-histo dx,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB laryngitis-histo dx
012,36,01236,TB laryngitis-oth test,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB laryngitis-oth test
012,80,01280,Resp TB NEC-unspec,"Other specified respiratory tuberculosis, unspecified",Resp TB NEC-unspec
012,81,01281,Resp TB NEC-no exam,"Other specified respiratory tuberculosis, bacteriological or histological examination not done",Resp TB NEC-no exam
012,82,01282,Resp TB NEC-exam unkn,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)",Resp TB NEC-exam unkn
012,83,01283,Resp TB NEC-micro dx,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy",Resp TB NEC-micro dx
012,84,01284,Resp TB NEC-cult dx,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Resp TB NEC-cult dx
012,85,01285,Resp TB NEC-histo dx,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Resp TB NEC-histo dx
012,86,01286,Resp TB NEC-oth test,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Resp TB NEC-oth test
013,00,01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified",TB meningitis-unspec
013,01,01301,TB meningitis-no exam,"Tuberculous meningitis, bacteriological or histological examination not done",TB meningitis-no exam
013,02,01302,TB meningitis-exam unkn,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)",TB meningitis-exam unkn
013,03,01303,TB meningitis-micro dx,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy",TB meningitis-micro dx
013,04,01304,TB meningitis-cult dx,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB meningitis-cult dx
013,05,01305,TB meningitis-histo dx,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB meningitis-histo dx
