diagnosis_code,avg_price,median_price,std_price,min_price,max_price,claim_count,fraud_rate
03811,11115.0,9000.0,12620.67,10,57000,66,0.5757575757575758
03812,12975.44,9000.0,14483.63,10,57000,57,0.5087719298245614
03819,8096.92,9500.0,6290.71,0,21000,26,0.46153846153846156
0382,11120.0,11000.0,13385.42,0,48000,29,0.3448275862068966
0383,7406.52,1000.0,10210.57,0,33000,23,0.5217391304347826
03840,7046.25,3700.0,9327.62,10,39000,32,0.4375
03841,3011.33,300.0,5289.67,0,15000,15,0.6
03842,13473.89,10000.0,15630.84,0,102000,131,0.6259541984732825
03843,11270.71,6000.0,21459.45,0,112000,28,0.5714285714285714
03844,4160.0,100.0,13472.97,10,54000,16,0.5625
03849,11332.21,9000.0,11089.29,10,57000,86,0.5
0388,14972.04,11000.0,14734.07,0,57000,49,0.46938775510204084
0389,14872.77,11000.0,13212.28,0,118000,970,0.5701030927835051
0390,122.0,80.0,126.56,0,600,65,0.36923076923076925
0391,344.84,100.0,717.71,0,3300,31,0.3870967741935484
04186,195.88,100.0,207.76,0,600,17,0.11764705882352941
042,4521.44,200.0,13044.91,10,112000,90,0.4111111111111111
0430,158.95,100.0,123.1,10,500,57,0.3333333333333333
0431,192.11,200.0,139.81,10,600,38,0.3684210526315789
0449,137.91,100.0,107.54,0,400,43,0.4186046511627907
0521,163.14,60.0,236.28,0,1100,35,0.34285714285714286
05319,2077.33,800.0,2397.29,10,6000,15,0.5333333333333333
05379,1937.0,150.0,4677.96,50,15000,10,0.3
0539,3157.94,1700.0,3762.58,0,14000,34,0.5882352941176471
05413,193.08,70.0,253.06,50,800,13,0.38461538461538464
05419,122.73,90.0,97.58,50,300,11,0.5454545454545454
0545,809.29,200.0,1110.6,10,3300,14,0.35714285714285715
0551,177.89,100.0,272.42,0,1500,38,0.5263157894736842
05579,94.17,95.0,37.53,50,200,12,0.25
05679,141.0,75.0,152.64,20,500,10,0.3
0569,498.33,100.0,945.28,0,3300,12,0.4166666666666667
0578,126.67,80.0,156.4,0,500,12,0.3333333333333333
05811,152.0,75.0,159.43,20,500,10,0.3
05882,188.33,95.0,352.78,20,1300,12,0.4166666666666667
05911,122.5,90.0,133.36,10,400,12,0.6666666666666666
0609,95.0,75.0,106.17,0,300,10,0.6
06642,120.91,60.0,194.09,10,700,11,0.5454545454545454
0700,93.6,70.0,108.74,0,500,25,0.44
0701,98.18,80.0,105.81,0,500,22,0.45454545454545453
07020,1112.22,65.0,3419.92,0,14000,18,0.5
07021,159.55,90.0,183.91,10,700,22,0.4090909090909091
07022,163.33,60.0,322.84,10,1600,27,0.4444444444444444
07023,143.33,70.0,228.45,0,1000,24,0.4166666666666667
07030,633.64,85.0,1324.77,20,5000,22,0.36363636363636365
07031,90.65,70.0,89.74,10,500,31,0.3548387096774194
07032,187.14,70.0,322.03,10,1500,21,0.42857142857142855
07033,122.61,60.0,139.16,0,500,23,0.391304347826087
07041,180.0,80.0,220.37,10,700,17,0.4117647058823529
07042,124.38,60.0,173.32,0,600,16,0.5
07043,282.92,75.0,828.22,0,4100,24,0.3333333333333333
07044,2905.45,250.0,5229.81,10,22000,22,0.36363636363636365
07049,165.0,95.0,189.93,20,600,10,0.3
07051,289.29,100.0,757.27,0,4000,28,0.32142857142857145
07052,192.94,70.0,254.23,20,900,17,0.4117647058823529
07053,75.62,75.0,45.16,0,200,16,0.1875
07054,1176.5,65.0,3205.17,0,11000,20,0.25
07059,178.95,100.0,182.39,0,600,19,0.2631578947368421
0706,234.71,90.0,386.23,10,1600,17,0.35294117647058826
07070,609.29,80.0,2434.37,10,13000,28,0.39285714285714285
07071,1236.09,90.0,4130.69,10,19000,23,0.30434782608695654
0709,201.36,95.0,206.82,30,780,22,0.4090909090909091
0723,89.17,85.0,62.44,0,200,12,0.3333333333333333
0728,48.18,60.0,33.41,0,100,11,0.18181818181818182
0729,148.0,80.0,235.98,0,800,10,0.5
0730,359.73,80.0,631.64,0,3300,37,0.2702702702702703
07421,109.09,70.0,125.58,10,400,11,0.18181818181818182
07422,474.21,70.0,1014.08,0,3300,19,0.42105263157894735
07423,657.27,100.0,1241.85,10,4000,11,0.5454545454545454
07811,121.67,75.0,101.97,10,300,12,0.08333333333333333
07881,141.0,90.0,120.78,40,400,10,0.4
0791,247.27,100.0,364.75,40,1300,11,0.18181818181818182
0794,90.0,90.0,47.84,10,200,10,0.3
07950,119.23,100.0,80.46,30,300,13,0.3076923076923077
07953,222.39,200.0,248.12,0,1300,46,0.5
07982,184.62,60.0,208.03,10,700,13,0.3076923076923077
07999,2222.61,3000.0,2454.5,20,8000,23,0.34782608695652173
0830,278.5,75.0,563.59,0,3300,40,0.4
1100,51.25,55.0,32.63,0,100,16,0.4375
1101,93.24,60.0,103.94,0,560,34,0.35294117647058826
1102,63.48,70.0,29.94,10,100,23,0.2608695652173913
1103,65.0,55.0,60.85,0,300,22,0.22727272727272727
1104,90.0,65.0,68.75,0,300,20,0.4
1105,61.0,55.0,50.25,0,200,20,0.2
1106,63.89,50.0,88.73,0,400,18,0.4444444444444444
1108,85.22,60.0,106.94,0,400,23,0.2608695652173913
1109,43.53,40.0,32.2,10,130,17,0.4117647058823529
1110,110.95,80.0,107.19,20,500,21,0.42857142857142855
1111,100.0,60.0,115.33,0,500,19,0.21052631578947367
1112,67.33,40.0,96.91,0,400,15,0.3333333333333333
1113,64.29,60.0,48.18,0,200,28,0.25
1118,60.4,50.0,53.81,0,200,25,0.4
1119,147.73,60.0,285.32,10,1200,22,0.4090909090909091
1120,633.33,70.0,1631.94,10,6000,21,0.3333333333333333
1121,51.74,40.0,45.99,0,200,23,0.34782608695652173
1122,3813.33,100.0,5602.7,0,18000,21,0.42857142857142855
1123,46.84,40.0,35.91,0,100,19,0.3157894736842105
1124,2091.75,80.0,6547.64,0,33000,40,0.35
1125,5701.48,90.0,15227.27,0,57000,27,0.37037037037037035
11281,130.83,100.0,97.0,30,300,12,0.4166666666666667
11282,138.75,60.0,416.59,0,2400,32,0.46875
11284,2161.29,100.0,3301.24,0,12000,31,0.4838709677419355
11285,299.13,40.0,1243.02,0,6000,23,0.5217391304347826
11289,177.5,70.0,501.77,0,2300,20,0.25
1129,502.14,55.0,2255.42,0,12000,28,0.32142857142857145
1140,206.67,80.0,280.31,0,1400,36,0.2222222222222222
1141,59.13,50.0,62.01,0,300,23,0.34782608695652173
1143,71.25,40.0,142.87,0,600,16,0.1875
1144,250.94,95.0,353.65,0,1100,32,0.3125
1145,316.15,100.0,477.01,0,2700,39,0.4358974358974359
1149,50.0,50.0,25.17,0,90,25,0.28
11500,74.55,60.0,48.86,30,200,11,0.6363636363636364
11503,82.14,25.0,119.37,0,400,14,0.5
11504,123.53,60.0,144.87,0,400,17,0.35294117647058826
11505,320.24,150.0,545.84,0,3300,42,0.42857142857142855
11509,57.06,40.0,47.53,0,200,17,0.23529411764705882
11510,67.2,50.0,61.41,0,200,25,0.2
11514,83.33,30.0,128.65,10,400,12,0.16666666666666666
11515,204.75,60.0,368.45,0,2100,40,0.425
11519,91.0,60.0,90.73,0,300,10,0.7
11590,66.0,60.0,45.47,0,200,20,0.3
11593,273.12,25.0,815.17,0,3300,16,0.1875
11594,456.25,150.0,872.16,10,3300,16,0.25
11595,393.7,200.0,578.41,0,2800,46,0.2826086956521739
11599,61.58,40.0,65.85,0,300,19,0.15789473684210525
1160,2548.67,50.0,9531.49,0,37000,15,0.3333333333333333
1161,106.92,50.0,237.42,0,1200,26,0.5769230769230769
1162,81.58,40.0,153.27,0,700,19,0.5263157894736842
1170,44.67,40.0,28.75,0,100,15,0.3333333333333333
1171,82.27,65.0,70.91,0,300,22,0.3181818181818182
1172,191.6,60.0,690.18,0,3500,25,0.44
1173,2982.73,60.0,8248.24,0,34000,22,0.36363636363636365
1174,76.5,70.0,51.43,0,200,20,0.4
1175,167.22,70.0,362.7,0,1600,18,0.2222222222222222
1176,100.53,50.0,154.51,0,700,19,0.3684210526315789
1177,1870.0,60.0,7234.83,0,29000,16,0.5625
1178,85.33,70.0,68.85,0,200,15,0.3333333333333333
1179,3616.25,60.0,10416.34,0,42000,24,0.5
118,60.0,50.0,71.71,0,300,15,0.3333333333333333
1303,279.23,90.0,617.72,10,2300,13,0.46153846153846156
1304,250.0,70.0,371.28,0,1400,29,0.3103448275862069
135,6030.0,6000.0,6165.07,30,21000,11,0.36363636363636365
1363,601.0,100.0,1497.02,0,9000,40,0.25
1403,667.14,250.0,883.74,10,3300,14,0.21428571428571427
1405,514.0,300.0,556.64,10,1700,10,0.5
1408,286.88,60.0,741.96,10,3000,16,0.5625
1409,505.0,150.0,670.81,0,1700,10,0.3
1410,4064.44,350.0,9371.82,10,38000,18,0.3888888888888889
1411,580.0,95.0,998.54,30,3300,12,0.25
1418,2780.0,100.0,6517.17,10,23000,15,0.4666666666666667
1419,1035.0,245.0,2149.96,20,7000,10,0.2
1421,378.82,100.0,798.01,0,3300,17,0.29411764705882354
1439,382.0,100.0,480.32,0,1400,10,0.4
1440,210.0,85.0,253.64,10,800,10,0.3
1449,1293.0,600.0,1456.33,0,3300,10,0.0
1451,231.67,80.0,298.66,0,1000,12,0.4166666666666667
1454,328.18,100.0,516.29,20,1700,11,0.45454545454545453
1455,535.0,80.0,1024.18,40,3300,10,0.5
1462,2614.17,500.0,4520.4,20,12060,12,0.3333333333333333
1464,214.55,50.0,318.35,30,1100,11,0.5454545454545454
1466,256.0,85.0,379.13,0,1200,10,0.0
1467,860.0,500.0,1006.49,40,3300,13,0.46153846153846156
1473,256.92,80.0,297.81,10,900,13,0.23076923076923078
1478,242.14,85.0,312.27,0,800,14,0.5714285714285714
1483,484.62,90.0,902.19,0,3300,13,0.46153846153846156
1490,1871.88,200.0,3848.33,0,13000,16,0.5625
1499,411.0,70.0,738.56,20,2200,10,0.4
1500,539.05,400.0,716.42,20,3300,21,0.23809523809523808
1501,1557.08,145.0,4420.45,10,20000,24,0.5
1502,684.84,200.0,1015.28,0,3300,31,0.45161290322580644
1503,497.24,300.0,717.92,20,2900,29,0.41379310344827586
1504,2496.45,200.0,10205.39,0,57000,31,0.45161290322580644
1505,3881.5,400.0,10036.91,0,57000,40,0.45
1508,755.86,300.0,1499.28,10,8000,29,0.3448275862068966
1509,2149.17,250.0,4471.53,10,20000,36,0.3611111111111111
1510,5368.89,1800.0,6068.56,10,17000,18,0.5
1511,1142.0,600.0,2440.14,10,11000,20,0.45
1512,694.09,70.0,1916.03,0,9000,22,0.36363636363636365
1513,514.21,70.0,1579.97,0,7000,19,0.3157894736842105
1514,994.71,90.0,3104.98,0,13000,17,0.4117647058823529
1515,4884.67,100.0,11847.48,20,35000,15,0.4666666666666667
1516,1278.75,50.0,3112.64,10,13000,24,0.375
1518,5588.12,500.0,9775.07,20,32000,16,0.4375
1519,4753.5,400.0,8255.4,10,24000,20,0.35
1521,1044.55,90.0,2656.62,10,9000,11,0.2727272727272727
1528,253.57,50.0,311.29,0,800,14,0.5
1530,3640.8,100.0,12402.05,0,100000,88,0.4431818181818182
1531,4069.09,100.0,10267.62,0,69000,77,0.45454545454545453
1532,3331.41,65.0,9798.54,0,55000,78,0.41025641025641024
1533,3248.21,100.0,6768.04,0,34000,84,0.35714285714285715
1534,4648.29,200.0,9460.22,0,57000,111,0.3783783783783784
1535,1077.56,55.0,3891.49,0,26000,82,0.3780487804878049
1536,5399.1,300.0,9506.36,0,47000,111,0.36036036036036034
1537,469.21,70.0,1143.3,0,9000,76,0.40789473684210525
1538,1938.92,85.0,5438.94,0,35000,74,0.32432432432432434
1539,2341.91,100.0,5796.44,0,30000,89,0.42696629213483145
1540,6411.82,100.0,13431.36,10,57000,66,0.42424242424242425
1541,3954.79,300.0,5738.71,0,21000,71,0.4225352112676056
1542,707.65,200.0,1230.44,20,5700,34,0.3235294117647059
1543,1289.33,100.0,3271.33,10,17000,45,0.4
1548,662.0,65.0,1826.24,0,10000,40,0.35
1550,5200.97,500.0,12734.7,0,89000,62,0.45161290322580644
1551,2477.2,400.0,4055.98,10,13000,50,0.26
1552,850.0,100.0,2085.91,10,12000,42,0.3333333333333333
1561,4246.67,600.0,6839.54,0,24000,15,0.4
1562,3553.0,450.0,8976.93,30,29000,10,0.1
1570,3327.39,300.0,6567.99,0,33000,69,0.4492753623188406
1571,879.56,300.0,2435.41,10,18000,68,0.38235294117647056
1572,546.23,90.0,951.59,0,5000,69,0.30434782608695654
1573,1174.83,200.0,3288.68,0,18000,58,0.3620689655172414
1574,453.54,100.0,687.01,0,3300,48,0.3541666666666667
1578,2349.84,80.0,8064.7,0,57000,62,0.4032258064516129
1579,3881.54,800.0,6708.39,10,45000,91,0.4725274725274725
1580,3808.12,100.0,6888.59,10,22000,16,0.375
1588,4825.0,650.0,9676.52,0,28000,10,0.6
1589,6435.45,600.0,15908.94,20,53000,11,0.5454545454545454
1590,456.0,100.0,882.96,0,3300,90,0.3333333333333333
1598,427.14,60.0,619.3,10,1700,14,0.35714285714285715
1604,413.64,100.0,443.2,10,1100,11,0.45454545454545453
1608,298.0,15.0,529.67,0,1500,10,0.5
1610,6413.57,325.0,14213.41,10,47000,14,0.5
1611,4216.67,400.0,9124.43,50,33000,15,0.6666666666666666
1619,5802.31,500.0,12964.66,0,42000,13,0.38461538461538464
1622,840.6,150.0,2251.23,0,18000,332,0.37349397590361444
1623,4041.66,200.0,8949.37,0,57000,434,0.42626728110599077
1624,594.35,100.0,1916.29,0,16000,322,0.36024844720496896
1625,2774.23,200.0,6443.54,0,49000,366,0.3989071038251366
1628,917.92,200.0,2599.81,0,24000,337,0.45103857566765576
1629,1734.25,200.0,3746.76,0,25000,414,0.3719806763285024
1701,600.91,400.0,717.11,0,2000,11,0.2727272727272727
1702,350.71,150.0,438.54,0,1600,14,0.35714285714285715
1703,280.83,135.0,399.9,0,1400,12,0.4166666666666667
1705,480.77,100.0,853.14,0,3100,13,0.3076923076923077
1706,525.33,200.0,716.17,0,2400,15,0.26666666666666666
1707,698.18,200.0,1005.76,10,3100,11,0.36363636363636365
1708,228.0,95.0,286.97,0,800,10,0.5
1709,310.71,150.0,385.58,10,1400,14,0.5714285714285714
1712,206.0,100.0,177.31,20,600,15,0.4
1714,1406.43,500.0,2365.64,50,9000,14,0.2857142857142857
1715,1056.47,400.0,1222.59,30,3300,17,0.29411764705882354
1716,1783.33,650.0,2511.26,20,7000,12,0.4166666666666667
1717,340.0,80.0,577.51,0,1500,11,0.36363636363636365
1718,326.25,100.0,469.69,0,1900,16,0.375
1719,1602.67,600.0,3062.09,20,12000,15,0.26666666666666666
1720,214.23,60.0,319.98,0,1100,26,0.38461538461538464
1721,394.86,200.0,538.45,0,2600,35,0.42857142857142855
1722,351.14,60.0,573.82,10,2100,35,0.2
1723,501.84,100.0,1029.34,10,6060,38,0.42105263157894735
1724,871.43,150.0,2479.52,10,16000,42,0.3333333333333333
1725,670.81,50.0,1878.92,0,11000,37,0.40540540540540543
1726,682.5,95.0,1697.54,0,10000,36,0.3888888888888889
1727,670.5,100.0,1294.13,10,6000,40,0.35
1728,410.69,80.0,601.57,0,2300,29,0.5517241379310345
1729,310.69,90.0,520.06,10,2500,29,0.3448275862068966
1730,437.5,95.0,624.54,0,3300,68,0.45588235294117646
1731,321.7,60.0,588.84,20,3200,47,0.3617021276595745
1732,538.86,95.0,1194.73,0,7000,44,0.3409090909090909
1733,670.75,80.0,1672.87,0,12000,67,0.373134328358209
1734,433.33,90.0,750.02,0,4000,54,0.48148148148148145
1735,275.31,60.0,439.19,0,2100,64,0.3125
1736,540.35,300.0,682.82,20,3050,57,0.40350877192982454
1737,417.12,100.0,922.99,0,7000,66,0.4393939393939394
1738,631.13,100.0,1245.99,0,9000,62,0.3387096774193548
1739,530.15,80.0,1037.99,0,6400,65,0.3384615384615385
1740,409.62,80.0,818.21,0,6000,368,0.3695652173913043
1741,389.46,80.0,810.74,0,6100,369,0.3224932249322493
1742,448.29,80.0,991.27,0,8000,403,0.369727047146402
1743,444.09,80.0,895.54,0,8000,345,0.3710144927536232
1744,603.59,90.0,1331.33,0,10000,393,0.3638676844783715
1745,478.75,80.0,1076.38,0,8000,369,0.36314363143631434
1746,432.46,80.0,781.65,0,3300,350,0.3742857142857143
1748,722.75,80.0,1649.74,0,9000,396,0.3939393939393939
1749,920.82,90.0,2292.88,0,26000,438,0.3515981735159817
1750,404.46,80.0,765.21,0,3300,397,0.380352644836272
1759,357.62,70.0,710.72,0,3300,374,0.3689839572192513
179,852.17,70.0,2211.92,0,18000,83,0.3373493975903614
1800,1557.89,300.0,2563.51,20,8000,19,0.47368421052631576
1801,837.5,80.0,1242.74,0,3300,16,0.3125
1808,796.4,70.0,2814.56,10,14000,25,0.44
1809,2065.0,200.0,3592.74,0,12000,14,0.5
1820,3904.25,500.0,7159.72,0,66000,134,0.44029850746268656
1821,280.16,70.0,566.23,0,3300,61,0.32786885245901637
1828,481.08,75.0,854.28,0,3300,74,0.47297297297297297
1830,1783.59,90.0,6006.37,0,57000,298,0.40939597315436244
185,918.74,70.0,2563.16,0,34000,1517,0.35662491760052734
1880,516.88,100.0,1062.0,0,8000,96,0.3645833333333333
1881,1375.0,300.0,4101.72,0,34000,74,0.22972972972972974
1882,1586.82,200.0,4227.32,0,30000,88,0.4318181818181818
1883,828.0,300.0,2167.98,0,17000,65,0.49230769230769234
1884,1552.12,200.0,5000.76,0,33000,80,0.45
1885,1071.33,250.0,2624.06,0,21000,90,0.3333333333333333
1886,717.22,200.0,1613.47,0,13000,79,0.35443037974683544
1887,538.08,300.0,593.35,0,2000,52,0.40384615384615385
1888,2861.3,500.0,7638.3,0,57000,100,0.44
1889,2395.82,400.0,5123.86,0,29000,110,0.36363636363636365
1890,5263.89,400.0,9155.26,0,61000,167,0.4311377245508982
1891,986.34,90.0,3072.97,0,17000,101,0.4752475247524752
1892,5573.64,3300.0,6057.92,10,17000,11,0.36363636363636365
1898,835.45,90.0,1421.79,0,4000,11,0.45454545454545453
1910,271.82,70.0,407.13,0,1400,11,0.2727272727272727
1911,2941.67,300.0,5172.44,0,21000,24,0.3333333333333333
1912,7267.06,600.0,13714.9,10,55000,17,0.35294117647058826
1913,4694.44,1500.0,8190.9,10,27000,18,0.4444444444444444
1914,333.0,50.0,743.09,0,3300,20,0.15
1916,3728.0,485.0,6060.59,40,15000,10,0.6
1917,506.88,95.0,915.22,10,3300,16,0.1875
1918,3250.53,100.0,6499.18,0,23000,19,0.3157894736842105
1919,1318.57,250.0,2196.77,10,6000,14,0.14285714285714285
1921,1114.67,80.0,2856.33,0,11000,15,0.3333333333333333
1922,821.67,40.0,1879.3,10,6000,12,0.3333333333333333
1923,2490.0,300.0,6215.41,0,21000,11,0.45454545454545453
1928,232.5,95.0,256.06,0,800,12,0.25
1929,596.0,100.0,1056.77,30,3300,15,0.5333333333333333
193,1824.76,100.0,5948.81,20,45000,63,0.4603174603174603
1960,5693.93,800.0,13496.16,20,57000,28,0.5714285714285714
1961,2037.14,550.0,4895.3,30,23000,28,0.4642857142857143
1962,1080.0,300.0,2716.41,0,16000,36,0.3055555555555556
1963,1399.31,100.0,2828.5,0,11040,29,0.5517241379310345
1965,1945.91,200.0,4219.82,0,16000,22,0.45454545454545453
1966,848.42,500.0,1129.88,20,3300,19,0.3684210526315789
1968,707.27,300.0,923.14,20,3300,22,0.45454545454545453
1969,1396.67,100.0,3510.09,30,14900,18,0.2777777777777778
1970,7981.06,6500.0,13227.89,20,98000,66,0.45454545454545453
1971,1024.35,300.0,2874.44,0,14000,23,0.30434782608695654
1972,4223.4,400.0,9865.47,20,57000,47,0.3829787234042553
1973,805.22,400.0,877.31,0,2800,23,0.43478260869565216
1974,6443.64,800.0,13077.39,0,46000,22,0.3181818181818182
1975,7624.8,500.0,16416.81,0,57000,25,0.48
1976,6644.36,4000.0,8770.49,0,36000,55,0.36363636363636365
1977,7568.62,6000.0,9088.67,10,57000,80,0.575
1978,3526.67,300.0,6460.65,0,25000,24,0.3333333333333333
1980,478.33,250.0,759.44,0,3200,18,0.3333333333333333
1981,2616.21,600.0,4861.24,10,24000,29,0.3793103448275862
1982,779.47,500.0,891.72,10,3300,19,0.2631578947368421
1983,8356.78,5000.0,10408.41,0,48000,87,0.4482758620689655
1984,2252.38,300.0,5820.23,0,26000,21,0.42857142857142855
1985,9097.01,6000.0,15855.12,0,118000,77,0.4805194805194805
1986,574.48,300.0,748.32,0,2700,29,0.27586206896551724
1987,1808.57,550.0,2990.59,30,11000,14,0.35714285714285715
19881,1088.0,300.0,2205.64,0,11040,25,0.32
19882,887.08,200.0,1726.07,0,6300,24,0.5
19889,10789.63,4000.0,15628.59,0,57000,27,0.5925925925925926
1990,713.33,150.0,2004.59,0,10000,24,0.4166666666666667
1991,1202.75,200.0,2621.63,0,15000,40,0.4
1992,428.8,80.0,802.86,0,3300,25,0.28
20000,903.0,600.0,1086.41,30,3300,10,0.1
20003,636.15,500.0,705.57,10,1900,13,0.23076923076923078
20006,706.67,70.0,1132.25,10,3300,12,0.3333333333333333
20010,455.0,100.0,916.05,20,3300,12,0.4166666666666667
20011,932.73,700.0,995.59,30,3300,11,0.18181818181818182
20013,1208.12,95.0,2971.29,10,12000,16,0.3125
20014,984.29,200.0,1329.09,10,3300,14,0.14285714285714285
20015,425.83,130.0,698.21,20,2500,12,0.5
20016,361.0,60.0,960.5,10,3090,10,0.6
20017,613.33,300.0,957.94,10,3400,12,0.3333333333333333
20018,108.0,35.0,162.06,10,500,10,0.4
20020,325.83,250.0,331.59,10,1000,12,0.25
20023,2333.08,200.0,5446.11,10,20000,13,0.6923076923076923
20024,682.73,200.0,959.02,10,3200,11,0.45454545454545453
20025,661.2,80.0,1070.4,20,3300,25,0.32
20026,1686.0,65.0,4685.29,10,15000,10,0.4
20027,471.82,200.0,722.78,0,2000,11,0.36363636363636365
20028,882.31,400.0,1071.47,20,3300,13,0.46153846153846156
20030,454.67,60.0,685.9,0,2200,15,0.4666666666666667
20031,770.67,80.0,1243.63,0,3300,15,0.4666666666666667
20035,538.24,100.0,894.34,10,3300,17,0.47058823529411764
20036,286.67,100.0,283.62,20,800,15,0.4666666666666667
20038,817.86,95.0,1244.33,20,3300,14,0.35714285714285715
20040,6717.0,400.0,17747.33,40,57000,10,0.3
20041,585.83,285.0,923.08,10,3300,12,0.3333333333333333
20043,703.53,80.0,1379.42,10,5000,17,0.4117647058823529
20044,1455.0,650.0,2390.78,30,9010,14,0.42857142857142855
20045,340.0,250.0,319.59,30,1000,14,0.2857142857142857
20046,466.92,500.0,506.84,10,1800,13,0.46153846153846156
20047,632.73,500.0,602.35,20,2000,11,0.36363636363636365
20048,2566.67,600.0,6341.37,20,24000,15,0.26666666666666666
20054,537.5,450.0,624.17,20,2030,12,0.4166666666666667
20055,375.0,140.0,454.39,20,1300,10,0.5
20056,452.0,400.0,374.7,20,1000,15,0.4666666666666667
20057,593.75,200.0,871.77,10,3100,16,0.25
20058,297.86,75.0,534.68,20,2000,14,0.35714285714285715
20060,825.0,550.0,968.43,10,3300,12,0.25
20062,1240.67,70.0,3819.17,20,15000,15,0.3333333333333333
20063,645.45,200.0,996.0,10,3300,11,0.36363636363636365
20065,505.29,70.0,1027.05,10,3300,17,0.35294117647058826
20066,910.0,80.0,1553.65,10,4200,13,0.15384615384615385
20067,366.0,90.0,482.59,30,1500,10,0.2
20068,336.43,60.0,862.47,10,3300,14,0.42857142857142855
20070,516.67,145.0,780.76,20,2500,12,0.16666666666666666
20072,950.0,90.0,1343.23,10,3360,11,0.36363636363636365
20073,555.79,50.0,982.96,0,3300,19,0.21052631578947367
20074,449.29,85.0,707.59,10,2200,14,0.2857142857142857
20075,774.12,100.0,1116.26,10,3300,17,0.5294117647058824
20076,689.09,50.0,1017.97,20,3300,11,0.2727272727272727
20077,830.0,200.0,1182.25,0,3300,13,0.46153846153846156
20080,1797.0,85.0,4365.72,10,14000,10,0.4
20081,679.09,100.0,1110.42,0,3300,22,0.3181818181818182
20083,913.64,90.0,1237.41,20,3300,11,0.5454545454545454
20084,188.46,30.0,253.17,10,800,13,0.6153846153846154
20085,406.92,90.0,596.16,0,1800,13,0.3076923076923077
20086,493.75,350.0,537.71,10,1900,16,0.125
20088,754.0,350.0,1054.26,20,3300,10,0.4
20200,1651.11,150.0,2632.63,20,8000,18,0.3333333333333333
20202,865.0,45.0,1355.4,10,3300,14,0.42857142857142855
20203,2962.73,400.0,8321.65,10,28000,11,0.36363636363636365
20204,300.0,80.0,331.61,0,900,19,0.3684210526315789
20205,319.23,70.0,559.47,0,1900,13,0.3076923076923077
20206,398.46,80.0,897.33,0,3300,13,0.5384615384615384
20207,557.5,75.0,984.78,10,3200,12,0.3333333333333333
20208,703.53,300.0,1085.45,10,3300,17,0.6470588235294118
20210,1362.22,300.0,2267.64,0,9000,18,0.2222222222222222
20211,481.58,90.0,843.03,10,3200,19,0.3157894736842105
20212,857.86,550.0,998.95,10,3200,14,0.5
20213,2512.86,30.0,8496.35,0,32000,14,0.2857142857142857
20214,407.0,275.0,434.56,30,1200,10,0.7
20215,500.0,100.0,969.17,0,3300,11,0.7272727272727273
20220,1067.22,100.0,1943.72,20,8000,18,0.5555555555555556
20221,884.67,200.0,1191.0,10,3300,15,0.2
20222,511.82,80.0,988.29,30,3300,11,0.2727272727272727
20223,206.0,60.0,313.62,30,800,10,0.6
20224,371.82,200.0,358.58,10,1000,11,0.18181818181818182
20225,695.83,245.0,903.4,10,2800,12,0.25
20227,269.0,150.0,289.88,30,800,10,0.6
20228,748.12,200.0,1385.44,10,5500,16,0.5625
20241,415.38,200.0,520.3,10,1600,13,0.3076923076923077
20242,102.73,70.0,111.9,10,400,11,0.18181818181818182
20243,528.57,85.0,895.03,10,2700,14,0.35714285714285715
